date,name,bust,waist,hips,height,weight,birth_date,birth_place,ambitions,turn_ons,turn_offs,favorite_film,role_models,my_man,i_always_wanted_to_know,secret_fantasy,redheads_are,dream_date,the_actress_id_most_like_to_meet,the_thing_i_like_best_about_american_men,favorite_place,favorite_sport,id_like_most_to_meet,favorite_foods,place_id_most_like_to_visit,favorite_books,ideal_evening,favorite_performers,recurring_nightmare,favorite_writers,special_skills,romantic_rendezvous,favorite_pampering_activities,occupation,man_id_most_like_to_meet,what_amazes_you,who_do_you_admire,favorite_musicians,secret_wishes,favorite_outfits,Ill_know_Ive_made_it_when,ideal_weekend,describe_yourself,qualities_valued_most_in_others,getting_your_attention,your_sex_advice,favorite_way_to_wakeup,what_drives_you_wild,you_can_never_have_enough,im_always,ive_learned,my_philosophy,im_a_sucker_for,fondest_memory,a_great_day_always_starts_with,words_to_live_by,travel_dream,phrase_i_live_by,i_stand_up_for,a_woman_i_admire_and_why,five_musicians_who_inspired_me,most_exciting_city_in_world,hobbies,pets,plans_for_education,job_before_modeling,inspiration_for_my_poetry,great_book_ive_just_read,in_the_morning_i_remind_myself_to,one_thing_youd_change_about_yourself,most_impulsive_thing_youve_done,things_ive_always_wanted_to_try,not_playmate_id_be_working_as,when_i_feel_the_need_for_speed_im,wildest_thing_i_want_to_do,if_i_had_more_time_i_would,i_wish_i_had,my_moto,favorite_ways_to_kill_time,dream_job,my_support,i_could_never_be,couldn’t_live_without,favorite_color,hardest_part_of_being_playmate,passions,shake_me_wake_me,when_young_and_on_your_own,healthy_springtime_balance,modeling_tips,remodeling tip,i_may_look_innocent_but,love_is,our_heroine,lessons_weve_learned,fantasy_guy_next_door,people_think_im,favorite_quote,why_i_could_never_be_president,what_makes_a_woman_sexy,my_friends_know,every_woman_should_have,most_frightening_experience,i_like_to_be_surrounded_by,sexy_begins_with,phobias,i_judge_a_man_by,i_appreciate,if_you_really_want_to_know_me,when_i_want_to_relax,favorite_advice,im_happy_when,my_attitude,im_bullish_on,places_ive_been_lately,riding_my_horse_is,advice_from_mom,a_real_cowgirl,typical_day_in_your_life,whats_sexy_in_men,mood_music,my_future,favorite_zip_code,favorite_tune,my_family,my_best_quality,quality_most_valued_in_others,necessities_of_a_strong_relationship,most_impacting_statement,my_sisters,people_don't_know_im,favorite_dishes,my_idea_of_fun,i_expose_myself_to,how_i_like_to_get_wet,how_to_get_me_into_bed,how_to_get_me_out_of_bed,my_valentines_day_dream,dream_land,advocations,small_town_girls,aphrodisiac,choice_moment,last_words,what_brightens_my_day,never_leave_home_without,rules_to_leave_by,gift_list,in_the_mood,my_music,sex_is,ideal_man,im_happiest_when,favorite_thing,great_sex_begins_with,the_best_men_are,more_and_less,in_my_craziest_moment,also_known_as,strange_but_true,favorite_dessert,honeymoon_wish_list,men_are_great_because_they,why_love_hawaii,favorite_subject,favorite_boy_names,i_fall_asleep_to,if_i_where_queen_of_the_world,victorias_secret,three_rules_to_live_by,new_year_resolutions,ill_never,nobody_knows,call_me_crazy_but,boy_bribery,perfect_kiss,hands_on,bedtime_reading,calling_room_service,what_shakes_me_up,dream_gateway,mistaken_identity,the_rachel_jean_workout,scariest_moment,glad_i_was_there,virtues,if_i_could,how_to_impress_me,my_strongest_influences,my_ideal_couple,im_proud_that,pet_peeve,pet_advice,dream_vacation,favorite_drink,i_must_have,turn_up_the_radio_for,i_love_ballet_because,i_feel_most_at_home,my_split_personality,looking_ahead,most_embarrassing_moment,romancing_my_man,perfect_day,cant_get_enough,the_way_to_my_heart,if_i_were_invisible,i_may_be_tiny,no_place_like_home,beyond_modeling,its_so_unsettling,most_exciting_day,elan_at_home,mad_madder_maddest,never_again,one_thing_im_not,i_pledge_allegiance,dream_car,a_night_to_remember,disney_character_i_relate_to,ideal_home,most_outrageous_job,best_date,i_respect,best_heartpounding_experience,worst_heartpounding_experience,how_to_really_make_my_heart_pound,what_i_like_about_america,what_i_miss_about_europe,most_romantic_moment,in_my_heart_of_hearts,most_irrational_fear,there_ought_to_be_a_law,i_truly_believe,when_pigs_fly,vices,water_fantasies_part_1,part_2,part_3,favorite_appliances,what_men_do_better_than_women,worst_places_sand_gets,favorite_video,on_the_road,lifes_a_beach,p.s.,so_se_me,if_i_were_a_senator,champagne_make_me,ill_never_understand,best_decision,self_image,ideal_mate,biggest_weakness,my_best_asset,international_relations,im_just_wild_about,my_antique_collection,fencing_is,when_i_was_younger,then_i_learned,now_i_know,prince_charming,tanning_secrets,sexy_is,love_rules,things_i_want_to_do_in_my_life,favorite_reading_material,my_daily_schedule_2_years_from_now,biggest_fear,fantasy_time,favorite_sweets,best_thing_about_usa_army,when_we_get_home,favorite_century_and_why,thanks_to,golden_rules,the_perfect_man,vehicles,i_promise,where_ive_been,what_i_saw,where_im_going,why_im_here,who_am_i,ideal_mans_attire,secret_of_the_month,dream_trek,the_man_i_love,no_one_would_believe,all_i_want_for_christmas,if_you_see_me,if_you_knew_me,the_man_i_love_is,worst_nightmare,favorite_bed_treats,favorite_actor,small_town_life,new_years_resolution,i_want,i_must_see,in_my_futre,typical_AM,playboy_means,favorite_compliments,my_opinion,my_life_story,what_i_wonder_about_americans,how_my_men_are_exactly_like_horses,the_foolproof_way_to_win_me_over,qualities_i_look_for_in_a_man,special_thanks_to,favorite_people,my_healthy_foods,ideal_airplane_passenger,what_they_dont_teach_in_stewardess_school,worst_announcement_from_captain,cutest_chicago_cub,indoors,outdoors,destinations,sunny_days,future_shocks,fantasy_trip,its_important_to_me,my_dreams,my_confidants,am_who_i_am_because,1999,lingerie_im_wearing,valentines_day_plans,canadian_date,american_date,being_a_playmate_means,things_i_love,favorite_country,describe_yourself,what_i_like_best_about_holland,what_i_found_interesting_about_america,what_you_should_know_about_my_sister,lines_i_hate,love_affair,my_bookshelf,my_my_my,financial_plans,heroes,in_a_past_life,my_strengths_are,my_lingerie_drawer,freudian_dream,food_and_drink,hot_time,dream_guy,my_therapy,tv_programs,mr_right_will_be,favorite_pasttimes,favorite_part_of_the_day,things_i_enjoy_giving,goodies_i_want_out_of_life,favorite_things,light_readin,perfect_night,worst_guilt_trip,your_night_out,tv_credits,favorite_love_portion,least_favorite_thing_about_america,extracurricular_pursuits,favorite_investments,favorite_era,personal_weapon,predict_your_future,one_wish_in_the_world,retiring_place_and_why,male_dance_youd_like_to_dance_with,experiment_youd_like_to_perform_on_space_shuttle,if_you_could_have_only_3_records,interesting_place_to_make_love,perfect_menu_for_date,add_to_circle_of_friends,least_fashionable_outfit,movie_character_youd_like_to_play,biggest_disappointment,womans_personal_style_you_admire,what_you_always_put_off,most_dangerous_secret,boring_date_you_can_imagine,redo_school_courses,biggest_flaw,best_job_in_the_world,what_really_excites_you,what_youd_like_to_do_that_youve_never_told_anyone,dish_youd_make_for_boyfriend_after_fight,what_make_you_laugh,important_lesson_learned,what_got_you_into_most_trouble_as_a_kid,biggest_joy,sign,favorite_artist,charity
7/1/1986,"Lynne Austin ""L.A.""",35,24,35,"5'6.5""",110,4/15/1961,"Plant City, FL.","Every day is a new ambition… Hey, maybe I'll be a pilot… or a florist… or a star.","Men's buns, expensive cologne, green eues, diamonds, kisses, and… ok, Kob Lowe!!","Bad breath, waiting in line, busy telephones, obnoxious people and drugs!",,,,,,,,,,"Knee deep in the snow, Aruba camping in the woods, the beach at midnight, Paris, Miami.",,,"Con bread, fried okra, pinto beans, lasagna, cheese popcorn & light beer (together)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To accomplish my goals pertaining to my career. Then enjoy a nice dinner by the ocean, get together with my friends and to a little dancing and then maybe cuddle with someone very special t me!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intelligent, honest, believing in the lord, respectfulness in himself, energetic, athletic, tall, dark, handsome man who can really treat me like a lady.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Cosby Show, 60 Minutes, The Colbys (is anybody hiring out there?)",,,,,,,,,,,,,,,,,,"I know that whatever I do, I will be very happy. If it's my acting or modeling or having a happy strong family",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1986,Rebecca Michelle Ferratti,34,24,34,"5'5""",105,11/27/1964,"Helena, Montana","To make people enjoy my talent as an actress, and to become the best at my career. Happiness and to learn to appreciate what god has given me.","Positive people, busy days, fresh air, nature, strong-minded men, fast cars, my supportive parents, enjoyable personalities, anything that makes me happy if my heart is into it, then I can share it with others..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"That someday, people will learn to like themselves and accept what God has given them. Then maybe there would be no jealousy.",,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1986,Kim Morris,35,23,35,"5'6""",118,10/7/1958,"San Diego, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northern California, Napa Valley! Own a bed & breakfast hotel & raise a family.",Mikahil Baryshnikov it would be like dancing in a dream.,A photo session with friends from Playboy.,"The Beatles ""Abbey Road"", John Klemmer, ""Touch"", We are the World.","At the beach! At a romantic dinner for two, beside a fire.","Cold Pasta salad, champagne, strawberries, picnicking outdoor!","All people who are challenging, creative and sexy!",,,,,,,,,,,,,,,,,,,,
5/1/1986,Christine Richters,34,24,34,"5'6""",107,8/3/1966,"Fulleston, California",,,"A man who is loud, abnoxious and tries too hard to be funny.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would like a baby Bengal tiger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolled-up blue jeans, cut-off T-shirt, with bare feet.","Dynasty's Alepis -- one way or another, she always gets what she wants.","Having to give away my pet ferret, Madison.",Princess Di.,Balancing my checkbook. I always put it off and it never gets done.,,,,,,,,,,,,,,,
1/1/1986,Sherry Arnett,36,22,34,"5'5""",104,10/2/1964,"St. Louis, Missouri",To work in the fashion area as a designer or get into the business side of my job as a model also to help children in need.,"I love thunderstorms, honesty, enthusiastic people and eating ice cream at midnight.",People who are negative about life and new challenges. Sloppy and forgetful people drive me crazy.,"An Officer and a Gentleman, The Fox and the Hound, E.T, and Escape from New York.",,,,,,,,,,,,"I like ice cream, stuffed flounder, fresh seafood, stuffed mushrooms, homemade bread and fresh fruit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I enjoy water-skiing, snow-skiings, designing clothes, college football games, cooking, traveling and teaching my dog new tricks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A man will accept me for me, push me to do my best, be confident and secure with himself but above all be loving & understanding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1986,Julie Michelle McCullough,36,24,35,"5'7""",115,1/30/1965,"Honolulu, HI",,,,,,,,,,,,,,,,,,,,"Johnny Carson, Sally Field, Bruce Springsteen, David Bowie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some with lots of love to share, hard-working (no matter the career choice)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Although I enjoy water sports, I can't swim.",A blind date; they usuall brag too much or don't talk at all.,"French, Drama, Typing",Wasting too much time.,"An actor/actress -- because you can be anything you want to be, or at least ""act""",,,,,,,,,,
12/1/1986,Laurie Carr,34,21,33,"5'7""",103,12/11/1965,"Dallas, TX",To continue to grow and be respected both personally and professionally.,"Music, sleeping late, creativity, champagne, being challenged.","Dirty ashtrays, jealousy, bills, petty arguments, procrastination.",,,,,,,,,,,,,,,,Would be a wild night with good friends or a wild night in with the right man.,"RATT -- wait a minute, I know these guys!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That it can convey  emotions that words alone cannot always express.,"Both confident and sensitive, he treats me like a lady but respects me as an equal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I've taken risks in my life and have tried to learn from both good and bad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1985,Pamela Annette Saunders,34,21,33,"5'5""",110,7/9/1963,"Miami, Florida","In ten years, I will be working in my restaurant and living on a farm full of animals.",,,,,,,,,,,,,,"Barbara Streisand, I would say, ""It is an honor to meet you.""",,,,,"Bruce Springsteen, Joan Rivers, Eddie Murphy, Tina Turner.",,,,On the beach or in a hotel room in Hawaii.,,,"Rob Lowe, I would say hello and probably just smile. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red and purple, full moon, romantic men and bubble baths.",To make love on an airplane.,Scampi,,,,,,,
10/1/1985,Cynthia Brimhall,36,25,36,"5'8.5""",125,3/10/1964,"Oyden, Utah",,"Real estate, pointed nostrils, my country!",,,,,,,,,,,,,,,,,,"David Lee Roth, Apollonia, Prince, Eddie Murphy… Children.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That some day I'll be madly in love with a man and we share a hugh white ranch and seven little boys (that we've made) and I'll sit on the lawn in the shade while my husband and boys do those manly things men do around a ranch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing a workout spending too much cash on myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everything, but as long as I don't point and laugh, don't worry.","That life in the fast lane -- i.e., fast cars, faster men and flash cash leaves me bored and feeling empty. I need my family and friends to get me high on life… not drugs!","Numerous doctor appointments, telling the truth.",,,,
9/1/1985,Venice Kong,34,24,34,"5'5""",105,12/17/1961,"St. Mary, Jamaica",To get as mch out of life as I can while helping others get what they want.,"Saunas & massages, window shopping, cute, cuddly animals, sun-bathing.","Smoky rooms, negative people waiting in lines, disorganized people.",,,,,,,,,,"Aspen, Colorado.",,,"Eggs benedic, curried chicken, fresh-squeezed O.J., croissants.",,,,,,,,,,,,,,"Dian Ross, Bob Marley, Bruce Springsteen, Billy Ocean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intelligent, funny, successful, honest, sensitive & loves dogs!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami Vice, The Cosby Show, All My Children, Jeopardy, Simon & Simon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/1985,Cher Butler,37.5,24,35,"5'7""",123,3/6/1964,"Garland, Texas",,"Dark-green plastic plates, empty old houses, experimental music and left-handed men.",,,,,,To make love in the grasslands of Africa ith a herd of gorillas jumping over us in a frenzy.,,,,,,,I would've liked to meet Henry Miller. His novels are so blunt and gutsy and truthful that sometimes I have to close the books and gather my own thoughts together.,,It would be very isolated from the Western world and have no modern technology. I'd like to see how I'd survive with hust the basics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keeping journal and collecting Marilyn Monroe photos.,,,,,,,,,,,,,Work on my behavior.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One who doesn't deny his won feminine qualities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,As a present to my lover's ego and because I used to think I was funny-looking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/1985,Hope Marie Carlton,36,22,32,"5'7""",112,3/3/1966,"Riverhead, New York",To bring a smile to the people I meet. Be successful and always happy.,"Being healthy, driving fast, horses, good conversation, nature and champagne.","Smoke-filled air, unambitious people, getting up early, lonliness.",,,,,,,,,,,,,,,,,"Marilyn Monroe, Doldie Hawn, Robert Redford, Michael Leone.",,,,,,,,,,"Billy Joel, Madonna, Willie Nelson, Kenny Rogers, Ane Murray.",,,,,,,,,,,,,,,,,,,,,,,,,"Horses, poetry, nunchaku, being busy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 19th century, the days of the horses and carriage and human progress.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Days of our Lives, Magnum, P.L. Bugs Bunny/Road Runner, 60 Minutes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1985,Devin Renee De Vasquez,34,22,34,"5'7""",110,6/25/1963,"Baton Rouge, Louisiana","To be loved and in love, living a comfortable life and loving my own family.","Shopping, candles, honesty, bubble baths for two, strawberries and champagne.","Smoking, rude people, paying bills, judgmental people, busy airports.",,,,,Being alone with my lover on a tropical island for a day!,,,,,,"Tennis, bike riding, aerobics.",,,,"The Thornbirds, Out on a Limb, The Other side of Midnight, Rich Man Poor Man.",,"Prince, Madonna, Alabama Billy Joel, Linda Ronstadt, Lionel Richie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warm, sensitive, good sense of humor, well built, successful, intelligent, a gentleman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1985,Kathleen Marie Shower,35,24,35,"5'9""",122,3/8/1953,"Brooksville, Ohio",To expand my career as a television and commercial actress into major feature films.,"Perfumed baths, men who make me laugh & love cuddling, sleep or staying awake with the right man.","Profanity, untideiness, arrogance, men who say all the right tihngs for the wrong reasons.","Citizen Kane, Dr. Strangelove, Crazy Encounters, Doctor Rhingo.",,,,,,,,,"Paris, France.",,,"Chinese food, sushi, chocolate soufles, Sara Lee cheesecake, mesquite-broiled swordfish.",,,Going to bed with a good book or a man who has just read one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Having children, because it's a constant reminder of a child in me.",,,
4/1/1985,Cindy Brooks,34,23,34,"5'7""",114,11/5/1951,"Gettysburg, Pensylvania.",To find a man who can please all the love I have to give in a world that is free and at peace.,Having breakfast in a beautiful setting.,"sitting in traffic, insensitivity, deception, freezing temperatures.","Amadeus, Tootsie, Janice of the Strew, Streetcar named Desire.",,,,,,,,,,,,,,"All Quiet on the Western Front, Inside the Fluid Reich, Gone with the Wind.",,"Richard Chamberlain, Jessica Lange, Derek Jacobi, Meryl Streep, Vivian Leigh.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ambitious, intelligent, well-built body, attentive, loving and fun. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1985,Donna Smith,37,24,35,"5'7""",105,"Portland, Oregon",To one day become a successful singer.,"Being with someone I love, shopping, nude sunbathing, playing with dog.","Being hurt by people, jealous people, possessive people, places with too much smoke.",,"Silkwood, Frances, Romancing the Stone.",,,,"If I told you my secret fantasy now, it wouldn't be a secret now, would it?",,,,,,"Swimming, horseback riding, pool.",,,,,,"Richard Pryor, Eddie Murphy, Steve Martin, Faye Dunaway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A man who keeps himself in shape mentally and physically.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
